config_id,loss,no_components,learning_rate,epochs,item_alpha,user_alpha,AUC,MRR,nDCG@5,nDCG@10,groups_seen,groups_evaluated,groups_skipped_unknown_user,groups_skipped_no_known_items,groups_skipped_single_class,known_candidate_item_ratio,evaluated_group_ratio
loss-bpr_comp-100_lr-0p01_epochs-20_ia-0p0_ua-0p0,bpr,100,0.01,20,0.0,0.0,0.6319072424317881,0.3341851578224323,0.31623755396009035,0.38004162510936645,62572,50000,8138,860,3574,0.8306279057028806,0.7990794604615483
