config_id,loss,no_components,learning_rate,epochs,item_alpha,user_alpha,AUC,MRR,nDCG@5,nDCG@10,groups_seen,groups_evaluated,groups_skipped_unknown_user,groups_skipped_no_known_items,groups_skipped_single_class,known_candidate_item_ratio,evaluated_group_ratio
loss-bpr_comp-100_lr-0p01_epochs-10_ia-1e-05_ua-1e-05,bpr,100,0.01,10,1e-05,1e-05,0.5273047218609316,0.26063133321670395,0.23563737871663826,0.3043568813000474,62572,50000,8138,860,3574,0.8306279057028806,0.7990794604615483
