user_a,user_b,story_id_jaccard,headline_jaccard,shared_story_ids,shared_headlines
U106375,U207704,0.0,0.0,0,0
U106375,U207736,0.0,0.0,0,0
U106375,U21011,0.0,0.0,0,0
U106375,U213360,0.05263157894736842,0.07142857142857142,1,1
U106375,U213653,0.0,0.0,0,0
U106375,U216293,0.0,0.0,0,0
U106375,U219219,0.0,0.0,0,0
U106375,U219969,0.0,0.0,0,0
U106375,U22197,0.0,0.0,0,0
U106375,U227325,0.05263157894736842,0.07692307692307693,1,1
U106375,U230317,0.0,0.0,0,0
U106375,U23215,0.0,0.0,0,0
U106375,U232410,0.0,0.0,0,0
U106375,U233705,0.0,0.0,0,0
U106375,U233771,0.0,0.0,0,0
U106375,U235764,0.0,0.0,0,0
U106375,U2392,0.0,0.0,0,0
U106375,U239631,0.0,0.0,0,0
U106375,U239731,0.0,0.0,0,0
U106375,U240524,0.0,0.0,0,0
U106375,U241657,0.0,0.0,0,0
U106375,U241743,0.0,0.0,0,0
U106375,U241799,0.0,0.0,0,0
U106375,U242419,0.0,0.0,0,0
U106375,U242938,0.0,0.0,0,0
U106375,U24508,0.0,0.0,0,0
U106375,U245150,0.0,0.0,0,0
U106375,U245991,0.0,0.0,0,0
U106375,U246932,0.0,0.0,0,0
U106375,U248649,0.0,0.0,0,0
U106375,U25197,0.0,0.0,0,0
U106375,U253404,0.0,0.0,0,0
U106375,U256081,0.0,0.0,0,0
U106375,U259391,0.0,0.0,0,0
U106375,U259859,0.0,0.0,0,0
U106375,U262939,0.0,0.0,0,0
U106375,U263160,0.0,0.0,0,0
U106375,U264403,0.0,0.0,0,0
U106375,U264854,0.0,0.0,0,0
U106375,U265711,0.0,0.0,0,0
U106375,U265812,0.0,0.0,0,0
U106375,U266379,0.0,0.0,0,0
U106375,U266415,0.0,0.0,0,0
U106375,U270797,0.0,0.0,0,0
U106375,U272231,0.0,0.0,0,0
U106375,U275782,0.0,0.0,0,0
U106375,U278494,0.0,0.0,0,0
U106375,U278756,0.0,0.0,0,0
U106375,U280655,0.0,0.0,0,0
U106375,U281349,0.0,0.0,0,0
U106375,U281977,0.0,0.0,0,0
U106375,U282896,0.0,0.0,0,0
U106375,U283936,0.0,0.0,0,0
U106375,U284066,0.0,0.0,0,0
U106375,U28833,0.0,0.0,0,0
U106375,U289268,0.0,0.0,0,0
U106375,U290068,0.0,0.0,0,0
U106375,U291605,0.0,0.0,0,0
U106375,U293394,0.0,0.0,0,0
U106375,U297013,0.0,0.0,0,0
U106375,U298217,0.0,0.0,0,0
